sessao,perfil,rodada,palpite,resultado,acertos_anunciados,premio_disputado_centavos
QA-SIM-012,Casual,26,"9 3 16","1 19 17",2,10000
QA-SIM-012,Casual,27,"11 1 5","1 19 17",2,10000
QA-SIM-012,Casual,28,"19 13 5","1 19 17",2,10000
QA-SIM-012,Casual,29,"14 15 13","1 19 17",2,10000
QA-SIM-012,Casual,30,"10 0 18","1 19 17",2,10000
QA-SIM-012,Casual,31,"6 2 6","1 19 17",2,10000
QA-SIM-012,Casual,32,"0 5 6","1 19 17",2,10000
QA-SIM-012,Casual,33,"16 11 19","1 19 17",2,10000
QA-SIM-012,Casual,34,"19 12 19","1 19 17",2,10000
QA-SIM-012,Casual,35,"17 7 6","1 19 17",2,10000
QA-SIM-013,Regular,0,"11 11 13","11 11 13",3,500
QA-SIM-013,Regular,1,"16 19 11","14 19 11",2,5000000
QA-SIM-013,Regular,2,"5 18 1","14 19 11",2,5000000
QA-SIM-013,Regular,3,"16 9 10","14 19 11",2,5000000
QA-SIM-013,Regular,4,"17 0 14","14 19 11",2,5000000
QA-SIM-013,Regular,5,"11 0 1","14 19 11",2,5000000
QA-SIM-013,Regular,6,"4 8 15","14 19 11",2,5000000
QA-SIM-013,Regular,7,"10 8 8","14 19 11",2,5000000
QA-SIM-013,Regular,8,"19 1 3","14 19 11",2,5000000
QA-SIM-013,Regular,9,"10 6 9","14 19 11",2,5000000
QA-SIM-013,Regular,10,"15 8 3","14 19 11",2,5000000
QA-SIM-013,Regular,11,"5 8 2","14 19 11",2,5000000
QA-SIM-013,Regular,12,"18 18 19","14 19 11",2,5000000
QA-SIM-013,Regular,13,"17 13 16","14 19 11",2,5000000
QA-SIM-013,Regular,14,"16 12 17","14 19 11",2,5000000
QA-SIM-013,Regular,15,"0 9 7","14 19 11",2,5000000
QA-SIM-013,Regular,16,"6 10 14","14 19 11",2,5000000
QA-SIM-013,Regular,17,"16 11 5","14 19 11",2,5000000
QA-SIM-013,Regular,18,"8 10 17","14 19 11",2,5000000
QA-SIM-013,Regular,19,"17 17 16","14 19 11",2,5000000
QA-SIM-013,Regular,20,"14 11 17","14 19 11",2,5000000
QA-SIM-013,Regular,21,"0 18 1","14 19 11",2,5000000
QA-SIM-013,Regular,22,"17 10 17","14 19 11",2,5000000
QA-SIM-013,Regular,23,"12 4 18","14 19 11",2,5000000
QA-SIM-013,Regular,24,"1 10 11","14 19 11",2,5000000
QA-SIM-013,Regular,25,"14 8 16","14 19 11",2,5000000
QA-SIM-013,Regular,26,"0 8 0","14 19 11",2,5000000
QA-SIM-013,Regular,27,"12 0 18","14 19 11",2,5000000
QA-SIM-013,Regular,28,"18 10 17","14 19 11",2,5000000
QA-SIM-013,Regular,29,"7 13 15","14 19 11",2,5000000
QA-SIM-013,Regular,30,"3 15 3","14 19 11",2,5000000
QA-SIM-013,Regular,31,"1 6 18","14 19 11",2,5000000
QA-SIM-013,Regular,32,"10 11 12","14 19 11",2,5000000
QA-SIM-013,Regular,33,"13 15 11","14 19 11",2,5000000
QA-SIM-013,Regular,34,"13 7 2","14 19 11",2,5000000
QA-SIM-013,Regular,35,"0 3 8","14 19 11",2,5000000
QA-SIM-014,Whale,0,"6 3 12","6 3 12",3,200
QA-SIM-014,Whale,1,"13 14 14","13 14 17",2,10000
QA-SIM-014,Whale,2,"13 14 4","13 14 17",2,10000
QA-SIM-014,Whale,3,"3 0 11","13 14 17",2,10000
QA-SIM-014,Whale,4,"8 10 11","13 14 17",2,10000
QA-SIM-014,Whale,5,"1 6 17","13 14 17",2,10000
QA-SIM-014,Whale,6,"9 2 14","13 14 17",2,10000
QA-SIM-014,Whale,7,"11 3 0","13 14 17",2,10000
QA-SIM-014,Whale,8,"6 3 3","13 14 17",2,10000
QA-SIM-014,Whale,9,"14 12 7","13 14 17",2,10000
QA-SIM-014,Whale,10,"4 11 13","13 14 17",2,10000
QA-SIM-014,Whale,11,"18 19 8","13 14 17",2,10000
QA-SIM-014,Whale,12,"14 12 4","13 14 17",2,10000
QA-SIM-014,Whale,13,"11 3 11","13 14 17",2,10000
QA-SIM-014,Whale,14,"1 4 18","13 14 17",2,10000
QA-SIM-014,Whale,15,"19 11 13","13 14 17",2,10000
QA-SIM-014,Whale,16,"7 11 12","13 14 17",2,10000
QA-SIM-014,Whale,17,"19 1 19","13 14 17",2,10000
QA-SIM-014,Whale,18,"4 2 7","13 14 17",2,10000
QA-SIM-014,Whale,19,"16 12 0","13 14 17",2,10000
QA-SIM-014,Whale,20,"9 15 17","13 14 17",2,10000
QA-SIM-014,Whale,21,"5 7 8","13 14 17",2,10000
QA-SIM-014,Whale,22,"11 5 4","13 14 17",2,10000
QA-SIM-014,Whale,23,"3 1 19","13 14 17",2,10000
QA-SIM-014,Whale,24,"17 8 8","13 14 17",2,10000
QA-SIM-014,Whale,25,"17 6 15","13 14 17",2,10000
QA-SIM-014,Whale,26,"0 18 5","13 14 17",2,10000
QA-SIM-014,Whale,27,"16 17 4","13 14 17",2,10000
QA-SIM-014,Whale,28,"9 8 5","13 14 17",2,10000
QA-SIM-014,Whale,29,"11 11 1","13 14 17",2,10000
QA-SIM-014,Whale,30,"8 15 13","13 14 17",2,10000
QA-SIM-014,Whale,31,"16 16 9","13 14 17",2,10000
QA-SIM-014,Whale,32,"18 15 17","13 14 17",2,10000
QA-SIM-014,Whale,33,"8 14 4","13 14 17",2,10000
QA-SIM-014,Whale,34,"2 16 16","13 14 17",2,10000
QA-SIM-014,Whale,35,"0 18 6","13 14 17",2,10000
QA-SIM-015,Curioso,0,"14 3 5","14 3 5",3,500
QA-SIM-015,Curioso,1,"6 7 15","6 5 15",2,1000000
QA-SIM-015,Curioso,2,"8 0 3","6 5 15",2,1000000
QA-SIM-015,Curioso,3,"4 3 7","6 5 15",2,1000000
QA-SIM-015,Curioso,4,"10 17 2","6 5 15",2,1000000
QA-SIM-015,Curioso,5,"19 14 10","6 5 15",2,1000000
QA-SIM-015,Curioso,6,"10 18 11","6 5 15",2,1000000
QA-SIM-015,Curioso,7,"8 17 2","6 5 15",2,1000000
QA-SIM-015,Curioso,8,"18 8 5","6 5 15",2,1000000
QA-SIM-015,Curioso,9,"1 16 18","6 5 15",2,1000000
QA-SIM-015,Curioso,10,"11 1 1","6 5 15",2,1000000
QA-SIM-015,Curioso,11,"14 16 18","6 5 15",2,1000000
QA-SIM-015,Curioso,12,"9 8 16","6 5 15",2,1000000
QA-SIM-015,Curioso,13,"19 11 4","6 5 15",2,1000000
QA-SIM-015,Curioso,14,"3 4 11","6 5 15",2,1000000
QA-SIM-015,Curioso,15,"9 16 17","6 5 15",2,1000000
QA-SIM-015,Curioso,16,"8 2 15","6 5 15",2,1000000
QA-SIM-015,Curioso,17,"16 4 19","6 5 15",2,1000000
QA-SIM-015,Curioso,18,"18 0 17","6 5 15",2,1000000
QA-SIM-015,Curioso,19,"14 0 8","6 5 15",2,1000000
QA-SIM-015,Curioso,20,"17 16 12","6 5 15",2,1000000
QA-SIM-015,Curioso,21,"18 12 1","6 5 15",2,1000000
QA-SIM-015,Curioso,22,"19 3 7","6 5 15",2,1000000
QA-SIM-015,Curioso,23,"7 1 5","6 5 15",2,1000000
QA-SIM-015,Curioso,24,"0 11 19","6 5 15",2,1000000
QA-SIM-015,Curioso,25,"12 19 15","6 5 15",2,1000000
QA-SIM-015,Curioso,26,"7 6 10","6 5 15",2,1000000
QA-SIM-015,Curioso,27,"5 0 1","6 5 15",2,1000000
QA-SIM-015,Curioso,28,"13 0 19","6 5 15",2,1000000
QA-SIM-015,Curioso,29,"15 4 17","6 5 15",2,1000000
QA-SIM-015,Curioso,30,"14 6 3","6 5 15",2,1000000
QA-SIM-015,Curioso,31,"19 12 13","6 5 15",2,1000000
QA-SIM-015,Curioso,32,"1 6 10","6 5 15",2,1000000
QA-SIM-015,Curioso,33,"6 5 18","6 5 15",2,1000000
QA-SIM-015,Curioso,34,"17 0 4","6 5 15",2,1000000
QA-SIM-015,Curioso,35,"12 11 9","6 5 15",2,1000000
QA-SIM-016,Casual,0,"16 11 9","16 11 9",3,200
QA-SIM-016,Casual,1,"14 17 10","13 17 10",2,5000000
QA-SIM-016,Casual,2,"0 15 1","13 17 10",2,5000000
QA-SIM-016,Casual,3,"9 13 8","13 17 10",2,5000000
QA-SIM-016,Casual,4,"16 4 7","13 17 10",2,5000000
QA-SIM-016,Casual,5,"9 18 6","13 17 10",2,5000000
QA-SIM-016,Casual,6,"4 8 5","13 17 10",2,5000000
QA-SIM-016,Casual,7,"10 6 18","13 17 10",2,5000000
QA-SIM-016,Casual,8,"15 2 12","13 17 10",2,5000000
QA-SIM-016,Casual,9,"8 16 12","13 17 10",2,5000000
QA-SIM-016,Casual,10,"14 2 10","13 17 10",2,5000000
QA-SIM-016,Casual,11,"17 8 16","13 17 10",2,5000000
QA-SIM-016,Casual,12,"18 15 8","13 17 10",2,5000000
QA-SIM-016,Casual,13,"14 16 9","13 17 10",2,5000000
QA-SIM-016,Casual,14,"7 19 16","13 17 10",2,5000000
QA-SIM-016,Casual,15,"18 19 9","13 17 10",2,5000000
QA-SIM-016,Casual,16,"10 4 17","13 17 10",2,5000000
QA-SIM-016,Casual,17,"13 19 11","13 17 10",2,5000000
QA-SIM-016,Casual,18,"13 9 19","13 17 10",2,5000000
QA-SIM-016,Casual,19,"1 9 14","13 17 10",2,5000000
QA-SIM-016,Casual,20,"1 9 13","13 17 10",2,5000000
QA-SIM-016,Casual,21,"0 1 15","13 17 10",2,5000000
QA-SIM-016,Casual,22,"1 10 0","13 17 10",2,5000000
QA-SIM-016,Casual,23,"1 18 17","13 17 10",2,5000000
QA-SIM-016,Casual,24,"8 18 14","13 17 10",2,5000000
QA-SIM-016,Casual,25,"19 17 9","13 17 10",2,5000000
QA-SIM-016,Casual,26,"12 9 16","13 17 10",2,5000000
QA-SIM-016,Casual,27,"11 9 0","13 17 10",2,5000000
QA-SIM-016,Casual,28,"16 16 11","13 17 10",2,5000000
QA-SIM-016,Casual,29,"7 8 1","13 17 10",2,5000000
QA-SIM-016,Casual,30,"4 10 12","13 17 10",2,5000000
QA-SIM-016,Casual,31,"7 7 13","13 17 10",2,5000000
QA-SIM-016,Casual,32,"2 13 4","13 17 10",2,5000000
QA-SIM-016,Casual,33,"9 14 6","13 17 10",2,5000000
QA-SIM-016,Casual,34,"11 7 1","13 17 10",2,5000000
QA-SIM-016,Casual,35,"7 13 17","13 17 10",2,5000000
QA-SIM-017,Regular,0,"0 14 3","0 14 3",3,60
QA-SIM-017,Regular,1,"14 1 5","14 13 5",2,500000
QA-SIM-017,Regular,2,"17 12 13","14 13 5",2,500000
QA-SIM-017,Regular,3,"12 1 12","14 13 5",2,500000
QA-SIM-017,Regular,4,"0 0 6","14 13 5",2,500000
QA-SIM-017,Regular,5,"2 13 16","14 13 5",2,500000
QA-SIM-017,Regular,6,"19 5 1","14 13 5",2,500000
QA-SIM-017,Regular,7,"6 18 4","14 13 5",2,500000
QA-SIM-017,Regular,8,"8 19 6","14 13 5",2,500000
QA-SIM-017,Regular,9,"0 13 0","14 13 5",2,500000
QA-SIM-017,Regular,10,"3 9 1","14 13 5",2,500000
QA-SIM-017,Regular,11,"15 13 9","14 13 5",2,500000
QA-SIM-017,Regular,12,"0 17 10","14 13 5",2,500000
QA-SIM-017,Regular,13,"5 9 11","14 13 5",2,500000
QA-SIM-017,Regular,14,"3 11 11","14 13 5",2,500000
QA-SIM-017,Regular,15,"8 8 3","14 13 5",2,500000
QA-SIM-017,Regular,16,"19 15 11","14 13 5",2,500000
QA-SIM-017,Regular,17,"17 11 6","14 13 5",2,500000
QA-SIM-017,Regular,18,"14 18 19","14 13 5",2,500000
QA-SIM-017,Regular,19,"4 7 12","14 13 5",2,500000
QA-SIM-017,Regular,20,"13 9 8","14 13 5",2,500000
QA-SIM-017,Regular,21,"9 11 19","14 13 5",2,500000
QA-SIM-017,Regular,22,"17 13 14","14 13 5",2,500000
QA-SIM-017,Regular,23,"19 1 18","14 13 5",2,500000
QA-SIM-017,Regular,24,"4 10 1","14 13 5",2,500000
QA-SIM-017,Regular,25,"2 0 0","14 13 5",2,500000
QA-SIM-017,Regular,26,"1 17 17","14 13 5",2,500000
QA-SIM-017,Regular,27,"2 9 11","14 13 5",2,500000
QA-SIM-017,Regular,28,"10 0 13","14 13 5",2,500000
QA-SIM-017,Regular,29,"18 19 0","14 13 5",2,500000
QA-SIM-017,Regular,30,"2 9 5","14 13 5",2,500000
QA-SIM-017,Regular,31,"12 1 11","14 13 5",2,500000
QA-SIM-017,Regular,32,"13 6 13","14 13 5",2,500000
QA-SIM-017,Regular,33,"8 7 5","14 13 5",2,500000
QA-SIM-017,Regular,34,"8 11 7","14 13 5",2,500000
QA-SIM-017,Regular,35,"13 10 12","14 13 5",2,500000
QA-SIM-018,Whale,0,"13 15 11","13 15 11",3,60
QA-SIM-018,Whale,1,"6 17 0","10 17 0",2,10000
QA-SIM-018,Whale,2,"17 14 6","10 17 0",2,10000
QA-SIM-018,Whale,3,"18 19 5","10 17 0",2,10000
QA-SIM-018,Whale,4,"6 4 2","10 17 0",2,10000
QA-SIM-018,Whale,5,"3 9 6","10 17 0",2,10000
QA-SIM-018,Whale,6,"17 13 14","10 17 0",2,10000
QA-SIM-018,Whale,7,"3 19 18","10 17 0",2,10000
QA-SIM-018,Whale,8,"18 17 6","10 17 0",2,10000
QA-SIM-018,Whale,9,"17 6 19","10 17 0",2,10000
QA-SIM-018,Whale,10,"9 7 2","10 17 0",2,10000
QA-SIM-018,Whale,11,"13 12 1","10 17 0",2,10000
QA-SIM-018,Whale,12,"12 4 0","10 17 0",2,10000
QA-SIM-018,Whale,13,"0 15 14","10 17 0",2,10000
QA-SIM-018,Whale,14,"6 2 0","10 17 0",2,10000
QA-SIM-018,Whale,15,"12 0 6","10 17 0",2,10000
QA-SIM-018,Whale,16,"7 19 19","10 17 0",2,10000
QA-SIM-018,Whale,17,"16 11 7","10 17 0",2,10000
QA-SIM-018,Whale,18,"5 12 14","10 17 0",2,10000
QA-SIM-018,Whale,19,"6 13 9","10 17 0",2,10000
QA-SIM-018,Whale,20,"11 17 11","10 17 0",2,10000
QA-SIM-018,Whale,21,"17 4 10","10 17 0",2,10000
QA-SIM-018,Whale,22,"17 7 17","10 17 0",2,10000
QA-SIM-018,Whale,23,"2 13 19","10 17 0",2,10000
QA-SIM-018,Whale,24,"12 5 14","10 17 0",2,10000
QA-SIM-018,Whale,25,"1 5 14","10 17 0",2,10000
QA-SIM-018,Whale,26,"18 12 8","10 17 0",2,10000
QA-SIM-018,Whale,27,"10 19 14","10 17 0",2,10000
QA-SIM-018,Whale,28,"2 19 3","10 17 0",2,10000
QA-SIM-018,Whale,29,"14 11 13","10 17 0",2,10000
QA-SIM-018,Whale,30,"18 4 5","10 17 0",2,10000
QA-SIM-018,Whale,31,"17 6 6","10 17 0",2,10000
QA-SIM-018,Whale,32,"1 7 12","10 17 0",2,10000
QA-SIM-018,Whale,33,"0 9 13","10 17 0",2,10000
QA-SIM-018,Whale,34,"18 2 8","10 17 0",2,10000
QA-SIM-018,Whale,35,"0 15 7","10 17 0",2,10000
QA-SIM-019,Curioso,0,"14 1 0","14 1 0",3,200
QA-SIM-019,Curioso,1,"0 16 6","0 16 14",2,10000000
QA-SIM-019,Curioso,2,"10 15 16","0 16 14",2,10000000
QA-SIM-019,Curioso,3,"4 1 5","0 16 14",2,10000000
QA-SIM-019,Curioso,4,"9 4 9","0 16 14",2,10000000
QA-SIM-019,Curioso,5,"8 15 5","0 16 14",2,10000000
QA-SIM-019,Curioso,6,"14 11 4","0 16 14",2,10000000
QA-SIM-019,Curioso,7,"1 12 4","0 16 14",2,10000000
QA-SIM-019,Curioso,8,"3 4 15","0 16 14",2,10000000
QA-SIM-019,Curioso,9,"10 2 7","0 16 14",2,10000000
QA-SIM-019,Curioso,10,"17 15 15","0 16 14",2,10000000
QA-SIM-019,Curioso,11,"19 15 10","0 16 14",2,10000000
QA-SIM-019,Curioso,12,"17 15 17","0 16 14",2,10000000
QA-SIM-019,Curioso,13,"15 2 3","0 16 14",2,10000000
QA-SIM-019,Curioso,14,"3 9 9","0 16 14",2,10000000
QA-SIM-019,Curioso,15,"19 1 7","0 16 14",2,10000000
QA-SIM-019,Curioso,16,"7 11 3","0 16 14",2,10000000
QA-SIM-019,Curioso,17,"7 18 16","0 16 14",2,10000000
QA-SIM-019,Curioso,18,"4 18 18","0 16 14",2,10000000
QA-SIM-019,Curioso,19,"11 19 10","0 16 14",2,10000000
QA-SIM-019,Curioso,20,"5 4 11","0 16 14",2,10000000
QA-SIM-019,Curioso,21,"10 0 1","0 16 14",2,10000000
QA-SIM-019,Curioso,22,"2 4 10","0 16 14",2,10000000
QA-SIM-019,Curioso,23,"10 10 4","0 16 14",2,10000000
QA-SIM-019,Curioso,24,"5 4 13","0 16 14",2,10000000
QA-SIM-019,Curioso,25,"10 0 17","0 16 14",2,10000000
QA-SIM-019,Curioso,26,"1 13 3","0 16 14",2,10000000
QA-SIM-019,Curioso,27,"16 16 0","0 16 14",2,10000000
QA-SIM-019,Curioso,28,"19 14 14","0 16 14",2,10000000
QA-SIM-019,Curioso,29,"18 5 10","0 16 14",2,10000000
QA-SIM-019,Curioso,30,"12 1 3","0 16 14",2,10000000
QA-SIM-019,Curioso,31,"19 8 8","0 16 14",2,10000000
QA-SIM-019,Curioso,32,"14 16 16","0 16 14",2,10000000
QA-SIM-019,Curioso,33,"5 2 12","0 16 14",2,10000000
QA-SIM-019,Curioso,34,"10 3 17","0 16 14",2,10000000
QA-SIM-019,Curioso,35,"9 15 9","0 16 14",2,10000000
QA-SIM-020,Casual,0,"0 16 3","0 16 3",3,200
QA-SIM-020,Casual,1,"13 12 11","3 12 11",2,1000
QA-SIM-020,Casual,2,"0 17 1","3 12 11",2,1000
QA-SIM-020,Casual,3,"19 0 15","3 12 11",2,1000
QA-SIM-020,Casual,4,"3 4 3","3 12 11",2,1000
QA-SIM-020,Casual,5,"9 18 5","3 12 11",2,1000
QA-SIM-020,Casual,6,"1 12 2","3 12 11",2,1000
QA-SIM-020,Casual,7,"11 0 1","3 12 11",2,1000
QA-SIM-020,Casual,8,"16 10 7","3 12 11",2,1000
QA-SIM-020,Casual,9,"4 7 1","3 12 11",2,1000
QA-SIM-020,Casual,10,"17 6 17","3 12 11",2,1000
QA-SIM-020,Casual,11,"15 18 4","3 12 11",2,1000
QA-SIM-020,Casual,12,"6 17 13","3 12 11",2,1000
QA-SIM-020,Casual,13,"18 7 16","3 12 11",2,1000
QA-SIM-020,Casual,14,"14 3 5","3 12 11",2,1000
QA-SIM-020,Casual,15,"2 7 13","3 12 11",2,1000
QA-SIM-020,Casual,16,"0 2 11","3 12 11",2,1000
QA-SIM-020,Casual,17,"6 9 6","3 12 11",2,1000
QA-SIM-020,Casual,18,"4 9 3","3 12 11",2,1000
QA-SIM-020,Casual,19,"12 8 7","3 12 11",2,1000
QA-SIM-020,Casual,20,"4 10 3","3 12 11",2,1000
QA-SIM-020,Casual,21,"7 17 11","3 12 11",2,1000
QA-SIM-020,Casual,22,"4 3 11","3 12 11",2,1000
QA-SIM-020,Casual,23,"13 16 0","3 12 11",2,1000
QA-SIM-020,Casual,24,"3 8 14","3 12 11",2,1000
QA-SIM-020,Casual,25,"6 5 15","3 12 11",2,1000
QA-SIM-020,Casual,26,"1 15 0","3 12 11",2,1000
QA-SIM-020,Casual,27,"5 4 5","3 12 11",2,1000
QA-SIM-020,Casual,28,"9 15 19","3 12 11",2,1000
QA-SIM-020,Casual,29,"7 15 11","3 12 11",2,1000
QA-SIM-020,Casual,30,"18 10 9","3 12 11",2,1000
QA-SIM-020,Casual,31,"13 8 0","3 12 11",2,1000
QA-SIM-020,Casual,32,"12 0 3","3 12 11",2,1000
QA-SIM-020,Casual,33,"12 2 14","3 12 11",2,1000
QA-SIM-020,Casual,34,"5 9 2","3 12 11",2,1000
QA-SIM-020,Casual,35,"0 9 17","3 12 11",2,1000
QA-SIM-021,Regular,0,"15 7 15","15 7 15",3,500
QA-SIM-021,Regular,1,"5 8 10","5 14 10",2,5000
QA-SIM-021,Regular,2,"7 4 5","5 14 10",2,5000
QA-SIM-021,Regular,3,"13 18 10","5 14 10",2,5000
QA-SIM-021,Regular,4,"15 9 9","5 14 10",2,5000
QA-SIM-021,Regular,5,"3 3 5","5 14 10",2,5000
QA-SIM-021,Regular,6,"6 15 0","5 14 10",2,5000
QA-SIM-021,Regular,7,"3 4 1","5 14 10",2,5000
QA-SIM-021,Regular,8,"10 13 6","5 14 10",2,5000
QA-SIM-021,Regular,9,"5 13 15","5 14 10",2,5000
QA-SIM-021,Regular,10,"10 17 2","5 14 10",2,5000
QA-SIM-021,Regular,11,"17 1 8","5 14 10",2,5000
QA-SIM-021,Regular,12,"15 7 3","5 14 10",2,5000
QA-SIM-021,Regular,13,"1 14 7","5 14 10",2,5000
QA-SIM-021,Regular,14,"17 2 2","5 14 10",2,5000
QA-SIM-021,Regular,15,"7 0 2","5 14 10",2,5000
QA-SIM-021,Regular,16,"4 17 4","5 14 10",2,5000
QA-SIM-021,Regular,17,"15 7 8","5 14 10",2,5000
QA-SIM-021,Regular,18,"15 6 14","5 14 10",2,5000
QA-SIM-021,Regular,19,"10 10 13","5 14 10",2,5000
QA-SIM-021,Regular,20,"4 7 3","5 14 10",2,5000
QA-SIM-021,Regular,21,"5 7 15","5 14 10",2,5000
QA-SIM-021,Regular,22,"3 2 12","5 14 10",2,5000
QA-SIM-021,Regular,23,"17 5 19","5 14 10",2,5000
QA-SIM-021,Regular,24,"12 16 2","5 14 10",2,5000
QA-SIM-021,Regular,25,"4 19 7","5 14 10",2,5000
QA-SIM-021,Regular,26,"14 10 2","5 14 10",2,5000
QA-SIM-021,Regular,27,"18 17 12","5 14 10",2,5000
QA-SIM-021,Regular,28,"0 3 18","5 14 10",2,5000
QA-SIM-021,Regular,29,"3 3 17","5 14 10",2,5000
QA-SIM-021,Regular,30,"17 16 10","5 14 10",2,5000
QA-SIM-021,Regular,31,"12 7 2","5 14 10",2,5000
QA-SIM-021,Regular,32,"19 7 8","5 14 10",2,5000
QA-SIM-021,Regular,33,"13 5 6","5 14 10",2,5000
QA-SIM-021,Regular,34,"19 10 5","5 14 10",2,5000
QA-SIM-021,Regular,35,"9 19 5","5 14 10",2,5000
QA-SIM-022,Whale,0,"9 3 18","9 3 18",3,60
QA-SIM-022,Whale,1,"19 9 13","6 4 13",1,0
QA-SIM-022,Whale,2,"18 2 4","6 4 13",1,0
QA-SIM-022,Whale,3,"11 8 3","6 4 13",1,0
QA-SIM-022,Whale,4,"19 16 7","6 4 13",1,0
QA-SIM-022,Whale,5,"14 16 8","6 4 13",1,0
QA-SIM-022,Whale,6,"16 19 12","6 4 13",1,0
QA-SIM-022,Whale,7,"13 15 8","6 4 13",1,0
QA-SIM-022,Whale,8,"11 5 17","6 4 13",1,0
QA-SIM-022,Whale,9,"15 11 7","6 4 13",1,0
QA-SIM-022,Whale,10,"16 4 8","6 4 13",1,0
QA-SIM-022,Whale,11,"4 13 9","6 4 13",1,0
QA-SIM-022,Whale,12,"1 8 8","6 4 13",1,0
QA-SIM-022,Whale,13,"10 12 17","6 4 13",1,0
QA-SIM-022,Whale,14,"1 18 17","6 4 13",1,0
QA-SIM-022,Whale,15,"13 18 17","6 4 13",1,0
QA-SIM-022,Whale,16,"15 4 13","6 4 13",1,0
QA-SIM-022,Whale,17,"1 9 17","6 4 13",1,0
QA-SIM-022,Whale,18,"3 7 15","6 4 13",1,0
QA-SIM-022,Whale,19,"16 18 4","6 4 13",1,0
QA-SIM-022,Whale,20,"13 0 5","6 4 13",1,0
QA-SIM-022,Whale,21,"15 2 13","6 4 13",1,0
QA-SIM-022,Whale,22,"18 8 11","6 4 13",1,0
QA-SIM-022,Whale,23,"5 18 3","6 4 13",1,0
QA-SIM-022,Whale,24,"3 10 12","6 4 13",1,0
QA-SIM-022,Whale,25,"18 16 12","6 4 13",1,0
QA-SIM-022,Whale,26,"15 6 10","6 4 13",1,0
QA-SIM-022,Whale,27,"7 15 11","6 4 13",1,0
QA-SIM-022,Whale,28,"3 18 8","6 4 13",1,0
QA-SIM-022,Whale,29,"18 13 1","6 4 13",1,0
QA-SIM-022,Whale,30,"17 6 7","6 4 13",1,0
QA-SIM-022,Whale,31,"10 10 15","6 4 13",1,0
QA-SIM-022,Whale,32,"19 7 12","6 4 13",1,0
QA-SIM-022,Whale,33,"4 17 6","6 4 13",1,0
QA-SIM-022,Whale,34,"4 14 0","6 4 13",1,0
QA-SIM-022,Whale,35,"10 14 6","6 4 13",1,0
QA-SIM-023,Curioso,0,"19 12 1","19 12 1",3,60
QA-SIM-023,Curioso,1,"2 0 11","2 3 4",1,0
QA-SIM-023,Curioso,2,"7 16 4","2 3 4",1,0
QA-SIM-023,Curioso,3,"12 13 12","2 3 4",1,0
QA-SIM-023,Curioso,4,"7 2 19","2 3 4",1,0
QA-SIM-023,Curioso,5,"9 2 17","2 3 4",1,0
QA-SIM-023,Curioso,6,"2 15 8","2 3 4",1,0
QA-SIM-023,Curioso,7,"6 7 6","2 3 4",1,0
QA-SIM-023,Curioso,8,"7 3 14","2 3 4",1,0
QA-SIM-023,Curioso,9,"10 11 19","2 3 4",1,0
QA-SIM-023,Curioso,10,"11 7 5","2 3 4",1,0
QA-SIM-023,Curioso,11,"15 17 18","2 3 4",1,0
QA-SIM-023,Curioso,12,"16 10 14","2 3 4",1,0
QA-SIM-023,Curioso,13,"17 2 8","2 3 4",1,0
QA-SIM-023,Curioso,14,"0 1 19","2 3 4",1,0
QA-SIM-023,Curioso,15,"13 0 4","2 3 4",1,0
QA-SIM-023,Curioso,16,"19 9 15","2 3 4",1,0
QA-SIM-023,Curioso,17,"3 19 6","2 3 4",1,0
QA-SIM-023,Curioso,18,"9 10 9","2 3 4",1,0
QA-SIM-023,Curioso,19,"8 12 19","2 3 4",1,0
QA-SIM-023,Curioso,20,"10 8 2","2 3 4",1,0
QA-SIM-023,Curioso,21,"14 8 7","2 3 4",1,0
QA-SIM-023,Curioso,22,"7 9 8","2 3 4",1,0
QA-SIM-023,Curioso,23,"7 9 19","2 3 4",1,0
QA-SIM-023,Curioso,24,"1 12 6","2 3 4",1,0
QA-SIM-023,Curioso,25,"3 16 19","2 3 4",1,0
QA-SIM-023,Curioso,26,"10 0 14","2 3 4",1,0
QA-SIM-023,Curioso,27,"17 18 1","2 3 4",1,0
QA-SIM-023,Curioso,28,"3 0 9","2 3 4",1,0
QA-SIM-023,Curioso,29,"2 13 0","2 3 4",1,0
QA-SIM-023,Curioso,30,"15 6 9","2 3 4",1,0
QA-SIM-023,Curioso,31,"9 5 7","2 3 4",1,0
QA-SIM-023,Curioso,32,"10 13 2","2 3 4",1,0
QA-SIM-023,Curioso,33,"19 19 7","2 3 4",1,0
QA-SIM-023,Curioso,34,"17 13 9","2 3 4",1,0
QA-SIM-023,Curioso,35,"7 5 10","2 3 4",1,0
QA-SIM-024,Casual,0,"12 14 4","12 14 4",3,60
QA-SIM-024,Casual,1,"10 16 0","10 16 3",2,200
QA-SIM-024,Casual,2,"5 15 16","10 16 3",2,200
QA-SIM-024,Casual,3,"3 14 4","10 16 3",2,200
QA-SIM-024,Casual,4,"1 5 17","10 16 3",2,200
QA-SIM-024,Casual,5,"16 6 9","10 16 3",2,200
QA-SIM-024,Casual,6,"9 19 12","10 16 3",2,200
QA-SIM-024,Casual,7,"18 1 6","10 16 3",2,200
QA-SIM-024,Casual,8,"6 19 11","10 16 3",2,200
QA-SIM-024,Casual,9,"15 0 5","10 16 3",2,200
QA-SIM-024,Casual,10,"16 19 18","10 16 3",2,200
QA-SIM-024,Casual,11,"2 9 18","10 16 3",2,200
